zip_code,population,poverty_rate,median_income
01040,40376.0,28.804240142659005,40656.0
01050,2422.0,8.546655656482246,63427.0
01053,1702.0,20.211515863689776,59074.0
01054,1983.0,6.00100857286939,91500.0
01056,21336.0,6.533558305211849,72040.0
01057,8745.0,5.786163522012578,82444.0
01060,15779.0,14.449584891311236,60020.0
01062,10495.0,13.720819437827537,73954.0
01068,1840.0,3.369565217391304,84375.0
01069,8698.0,7.3235226488848015,63398.0
01070,604.0,8.940397350993377,53750.0
01071,1270.0,4.094488188976378,75491.0
01072,1536.0,9.700520833333334,78696.0
01073,6140.0,3.452768729641694,93854.0
01074,548.0,0.0,64840.0
01075,17763.0,8.179924562292406,65898.0
01077,9727.0,7.5254446386347285,77734.0
01079,658.0,6.686930091185411,31875.0
01080,2802.0,27.480371163454674,58139.0
01081,1941.0,4.739824832560536,54647.0
01082,10586.0,14.632533534857359,54107.0
01083,2986.0,4.3536503683858,70288.0
01084,174.0,0.0,83750.0
01085,41942.0,6.690191216441753,64026.0
01088,416.0,15.865384615384615,47232.0
01089,28666.0,11.613060768855089,51472.0
01092,1425.0,5.2631578947368425,79907.0
01093,283.0,6.713780918727915,89643.0
01094,282.0,10.28368794326241,25104.0
01095,14690.0,2.6412525527569777,107361.0
01096,2695.0,8.16326530612245,83080.0
01098,1196.0,6.9397993311036785,78393.0
01103,2389.0,50.983675177898704,18338.0
01104,23876.0,26.239738649690064,31113.0
01105,11957.0,50.146357782052355,19921.0
01106,16022.0,2.6463612532767447,111545.0
01107,11582.0,45.838369884303226,27131.0
01108,27850.0,30.488330341113105,40915.0
01109,29903.0,26.127813262883322,34329.0
01118,14980.0,15.460614152202938,61786.0
01119,13626.0,19.87377073242331,44091.0
01128,2672.0,3.6302395209580838,61875.0
01129,6762.0,10.987873410233659,61645.0
01151,8807.0,20.302032474168275,41002.0
01201,44607.0,13.865536799157082,49385.0
01220,8209.0,12.632476550127908,49301.0
01222,810.0,10.246913580246913,69432.0
01223,2402.0,6.328059950041632,75852.0
01224,210.0,11.904761904761905,37576.0
01225,3135.0,4.433811802232855,68264.0
01226,6782.0,9.215570628133294,59875.0
01230,8542.0,7.51580426129712,67674.0
01235,2640.0,6.931818181818182,66581.0
01236,1140.0,2.6315789473684212,65833.0
01237,2580.0,7.403100775193798,78194.0
01238,5903.0,5.5226156191766895,72744.0
01240,4441.0,3.91803647827066,72766.0
01242,471.0,1.0615711252653928,85789.0
01243,257.0,8.560311284046692,69167.0
01244,74.0,0.0,55417.0
01245,809.0,9.641532756489493,75167.0
01247,15573.0,15.160855326526681,41807.0
01253,672.0,6.25,77375.0
01254,1014.0,7.790927021696253,85313.0
01255,972.0,5.041152263374485,69135.0
01256,719.0,5.980528511821975,60197.0
01257,2003.0,8.037943085371943,94625.0
01258,489.0,5.725971370143149,67500.0
01259,528.0,8.333333333333334,60625.0
01260,481.0,6.860706860706861,115208.0
01262,1066.0,16.97936210131332,31144.0
01264,196.0,21.428571428571427,66875.0
01266,1369.0,6.06281957633309,71989.0
01267,7955.0,7.504714016341923,82863.0
01270,770.0,4.935064935064935,83333.0
01301,17713.0,12.567041156212952,49312.0
01330,1367.0,9.509875640087783,71346.0
01331,13383.0,12.874542329821415,57164.0
01337,2498.0,8.126501200960769,67470.0
01338,127.0,10.236220472440944,60625.0
01339,1428.0,10.644257703081232,61500.0
01340,1808.0,14.325221238938052,55980.0
01341,1836.0,2.1241830065359477,100417.0
01342,1439.0,13.412091730368312,77202.0
01343,45.0,8.88888888888889,76250.0
01344,1459.0,11.309115832762165,61359.0
01346,427.0,6.323185011709602,63036.0
01347,175.0,15.428571428571429,54250.0
01349,1292.0,3.9473684210526314,64219.0
01350,91.0,20.87912087912088,26458.0
01351,2099.0,6.383992377322534,78849.0
01354,1608.0,6.778606965174129,67083.0
01355,949.0,5.584826132771338,68250.0
01360,2997.0,3.5035035035035036,72083.0
01364,7785.0,10.31470777135517,46405.0
01366,1269.0,4.964539007092198,68405.0
01367,595.0,15.798319327731093,54500.0
01368,1170.0,4.957264957264957,72083.0
01370,4041.0,11.210096510764663,57083.0
01373,4634.0,6.560207164436772,73639.0
01375,3659.0,12.79037988521454,61102.0
01376,5123.0,13.839547140347452,41496.0
01378,773.0,5.950840879689522,56250.0
01379,830.0,15.662650602409638,44531.0
01420,40737.0,15.619706900360852,55277.0
01430,6253.0,3.2464417079801695,97561.0
01431,3215.0,4.603421461897356,101357.0
01432,7762.0,9.984540066993043,91156.0
01434,1875.0,10.24,66477.0
01436,3392.0,4.422169811320755,58458.0
01438,711.0,4.922644163150492,117917.0
01440,20555.0,14.089029433227925,50239.0
01450,11301.0,4.415538447924963,126883.0
01451,4625.0,3.827027027027027,155515.0
01452,4642.0,2.908229211546747,95530.0
01453,41579.0,13.19175545347411,58205.0
01460,9935.0,4.730749874182184,120638.0
01462,11271.0,6.5655221364563925,101510.0
01463,12083.0,4.229082181577422,96750.0
01464,7598.0,5.146091076599105,70542.0
01467,363.0,0.0,96806.0
01468,4024.0,4.249502982107356,70438.0
01469,7632.0,4.6252620545073375,83602.0
01473,7665.0,2.1004566210045663,98714.0
01474,1823.0,3.9495337356006583,96750.0
01475,10798.0,11.168734950916836,71895.0
01501,16549.0,3.450359538340685,83441.0
01503,3144.0,4.166666666666667,104063.0
01504,9246.0,3.6988968202465933,86513.0
01505,4581.0,3.732809430255403,98520.0
01506,3431.0,7.403089478286214,68125.0
01507,13482.0,3.7309004598724225,97805.0
01510,13899.0,7.302683646305489,66094.0
01515,2159.0,6.623436776285318,84444.0
01516,8794.0,2.8655901751193995,95567.0
01518,3919.0,7.170196478693544,64732.0
01519,6741.0,3.649310191366266,106644.0
01520,15645.0,3.5282837967401726,105772.0
01521,2539.0,5.395825128003151,81680.0
01522,3176.0,8.690176322418136,101089.0
01523,7749.0,2.606787972641631,103857.0
01524,6902.0,7.867284844972472,71645.0
01525,400.0,16.75,40888.0
01527,13630.0,5.223771093176816,81804.0
01529,3242.0,6.169031462060457,78704.0
01531,1298.0,8.859784283513097,89167.0
01532,14985.0,2.1221221221221223,113608.0
01534,6311.0,9.221993344953257,92181.0
01535,4764.0,6.2132661628883294,73599.0
01536,7786.0,8.00154122784485,108175.0
01537,2289.0,7.033639143730887,76389.0
01540,11484.0,8.681644026471613,68750.0
01541,3443.0,5.053732210281731,134191.0
01542,2314.0,1.1235955056179776,107806.0
01543,8586.0,2.0847891917074306,104050.0
01545,36666.0,3.7173403152784594,106108.0
01550,16894.0,18.959393867645318,50787.0
01560,4401.0,4.453533287889116,79583.0
01562,11913.0,9.997481742634097,71830.0
01564,8052.0,3.1420765027322406,107348.0
01566,5618.0,5.1263794944820225,100600.0
01568,7762.0,3.5171347590827104,123942.0
01569,13939.0,8.128273190329292,101266.0
01570,16971.0,8.56755641977491,57924.0
01571,11682.0,5.803800719054957,67117.0
01581,18982.0,4.109156042566642,108767.0
01583,7676.0,4.9504950495049505,79375.0
01585,4574.0,4.306952339309139,68578.0
01588,9775.0,5.565217391304348,75495.0
01590,9385.0,2.4400639318060735,102439.0
01602,23854.0,13.096336044269306,61710.0
01603,19336.0,22.176251551510138,38701.0
01604,37468.0,18.48777623572115,53270.0
01605,28820.0,28.001387925052047,37857.0
01606,19729.0,10.223528815449338,66130.0
01607,8583.0,14.155889549108704,46974.0
01608,3639.0,45.50700741962078,24181.0
01609,21142.0,17.699366190521236,44943.0
01610,23040.0,23.446180555555557,34005.0
01611,2241.0,5.443998215082552,92898.0
01612,4870.0,2.484599589322382,99875.0
01701,32570.0,4.000614062020264,111169.0
01702,39149.0,13.739814554650183,57186.0
01718,813.0,8.487084870848708,164402.0
01719,5794.0,5.419399378667587,108207.0
01720,22684.0,3.407688238405925,137147.0
01721,17576.0,3.652708238507055,121406.0
01730,14053.0,3.251974667330819,129726.0
01731,2061.0,0.0,97305.0
01740,5236.0,1.4323911382734913,155093.0
01741,5186.0,2.950250674893945,171625.0
01742,19350.0,4.3565891472868215,141068.0
01745,588.0,0.0,125139.0
01746,14634.0,1.5238485718190515,125625.0
01747,5951.0,4.10015123508654,107550.0
01748,17178.0,2.287809989521481,166156.0
01749,19868.0,5.793235353331991,87806.0
01752,39776.0,6.222345132743363,79228.0
01754,10600.0,5.169811320754717,101324.0
01756,6068.0,0.955833882663151,132063.0
01757,28862.0,8.82475226942,82260.0
01760,35763.0,2.8465173503341443,109490.0
01770,4301.0,3.301557777261102,180769.0
01772,9486.0,3.8688593717056716,147444.0
01773,4775.0,4.858638743455497,137222.0
01775,7098.0,3.77571146801916,145967.0
01776,18940.0,2.914466737064414,176570.0
01778,13970.0,2.963493199713672,174107.0
01801,40350.0,5.769516728624535,88671.0
01803,27059.0,3.8767138475183858,105443.0
01810,35609.0,3.937206885899632,148125.0
01821,33016.0,3.655803246910589,103728.0
01824,25955.0,3.3827778848006163,119387.0
01826,31101.0,7.459567216488216,88440.0
01827,3345.0,2.4813153961136023,131250.0
01830,26695.0,13.852781419741525,62194.0
01832,23419.0,13.749519620820701,66106.0
01833,8649.0,2.37021620996647,128885.0
01834,6749.0,2.504074677730034,97109.0
01835,13166.0,9.661248670818775,75115.0
01840,5560.0,32.78776978417266,22092.0
01841,48827.0,24.740410019046838,40230.0
01843,25454.0,18.66897147796024,49443.0
01844,50019.0,9.190507607109298,74912.0
01845,30589.0,4.5604629115041355,109371.0
01850,16267.0,20.790557570541587,48331.0
01851,30574.0,16.798587034735394,57029.0
01852,34939.0,19.3594550502304,54377.0
01854,29561.0,22.86796793071953,42293.0
01860,6839.0,5.65872203538529,83508.0
01862,10223.0,3.814927125110046,97234.0
01863,9131.0,4.9611214543861575,88542.0
01864,15642.0,2.8896560542130163,126818.0
01867,25048.0,3.225806451612903,112836.0
01876,30807.0,5.784399649430324,97853.0
01879,12345.0,6.4965573106520855,109485.0
01880,26648.0,3.9290003002101472,95954.0
01886,24194.0,2.5295527816814087,141173.0
01887,23658.0,2.451601995096796,122813.0
01890,22677.0,2.4297746615513516,159536.0
01901,1759.0,30.358158044343377,22788.0
01902,49172.0,20.186284877572604,43956.0
01904,17142.0,6.586162641465407,85309.0
01905,25465.0,17.80875711761241,60417.0
01906,28165.0,9.44079531333215,80253.0
01907,14950.0,2.9297658862876252,113078.0
01908,3495.0,3.1473533619456364,90741.0
01913,17378.0,6.145701461618138,80721.0
01915,41731.0,7.59866765713738,79483.0
01921,8270.0,2.0435308343409915,174340.0
01922,3276.0,9.645909645909645,90489.0
01923,27457.0,5.521360673052409,84842.0
01929,3713.0,6.140587126312955,113469.0
01930,30049.0,8.89879862890612,65377.0
01938,13901.0,6.798072081145241,90557.0
01940,13484.0,1.9949569860575498,119876.0
01944,5370.0,3.8733705772811917,124025.0
01945,20488.0,4.724716907458024,115511.0
01949,9779.0,3.374578177727784,102604.0
01950,17990.0,5.1584213451917735,103220.0
01951,3755.0,4.314247669773635,97083.0
01952,9227.0,7.521404573534193,78355.0
01960,52564.0,9.934555969865308,68214.0
01966,7212.0,7.348863006100943,81681.0
01969,6298.0,4.223563035884408,114063.0
01970,43155.0,14.475727030471557,65495.0
01982,8020.0,10.087281795511222,133333.0
01983,6551.0,4.793161349412303,136812.0
01984,5208.0,1.1904761904761905,109712.0
01985,4581.0,6.745252128356254,138403.0
02019,17016.0,3.4085566525622943,99569.0
02021,23134.0,4.996974150600847,105371.0
02025,8449.0,4.249023553083205,132204.0
02026,25360.0,4.625394321766562,96868.0
02030,5987.0,0.9353599465508602,224784.0
02032,4455.0,7.654320987654321,130109.0
02035,17535.0,5.537496435700029,98374.0
02038,33022.0,3.848949185391557,115355.0
02043,23298.0,4.498240192291184,133596.0
02045,10424.0,4.22102839600921,85573.0
02048,23761.0,2.9502125331425444,114720.0
02050,26152.0,7.804374426430101,95168.0
02052,12748.0,3.263256981487292,155039.0
02053,13244.0,5.647840531561462,119450.0
02054,8202.0,2.0970495001219214,106336.0
02056,11317.0,1.6170363170451534,146607.0
02061,10987.0,3.2219896241012105,151306.0
02062,29201.0,7.931235231670148,90511.0
02066,18101.0,3.5301917021159053,121231.0
02067,18377.0,1.9099961908907874,138650.0
02071,1696.0,1.7688679245283019,109963.0
02072,28534.0,7.240485035396369,79421.0
02081,19378.0,3.576220456187429,109893.0
02090,15880.0,2.41183879093199,155887.0
02093,11734.0,3.604908811999318,113017.0
02108,4082.0,9.799118079372857,136667.0
02109,3853.0,13.444069556189982,143191.0
02110,2449.0,9.146590445079624,116932.0
02111,7926.0,20.905879384304818,40870.0
02113,7531.0,9.454255742929226,100063.0
02114,13516.0,10.957383841373188,95161.0
02115,29108.0,21.073244468874535,37340.0
02116,23118.0,9.823514144822216,105559.0
02118,27830.0,23.413582464965863,65250.0
02119,28199.0,32.965708003829924,30551.0
02120,14928.0,34.954448017148984,33727.0
02121,29919.0,34.596744543601055,30712.0
02122,25059.0,18.352687657129174,60474.0
02124,55821.0,21.61552104046864,53174.0
02125,34358.0,22.882589207753654,56318.0
02126,29591.0,19.938494812611943,52474.0
02127,36898.0,15.252859233562795,99340.0
02128,46927.0,19.25543929933727,55483.0
02129,19414.0,17.878850314206243,118226.0
02130,40377.0,14.778215320603314,90813.0
02131,33771.0,11.847443072458619,73199.0
02132,28487.0,5.971144732685085,100915.0
02134,19424.0,26.585667215815487,58068.0
02135,44760.0,17.238605898123325,72009.0
02136,34223.0,14.209741986383426,64784.0
02138,38835.0,8.13441483198146,95368.0
02139,38272.0,9.892349498327759,96771.0
02140,21338.0,15.36695097947324,100572.0
02141,14052.0,17.74124679760888,79222.0
02142,3294.0,10.89860352155434,116346.0
02143,26151.0,12.810217582501625,95556.0
02144,25277.0,11.140562566760297,107232.0
02145,26868.0,11.712818222420724,75744.0
02148,61354.0,16.28092707891906,64176.0
02149,45596.0,13.23361698394596,60264.0
02150,39842.0,18.578384619246023,53335.0
02151,53976.0,13.042833852082406,54987.0
02152,18535.0,9.927164823307256,68322.0
02155,59793.0,8.502667536333684,92407.0
02163,2401.0,10.912119950020825,49659.0
02169,56584.0,11.778948112540647,70248.0
02170,19367.0,8.633242112872411,76440.0
02171,18170.0,9.691799669785361,83479.0
02176,28116.0,4.065300896286812,103743.0
02180,22144.0,5.315209537572255,94835.0
02184,37207.0,4.622786034885909,94945.0
02186,27568.0,4.1279744631456765,127448.0
02188,15287.0,4.382808922613986,83386.0
02189,15603.0,8.004870858168301,69067.0
02190,17196.0,5.902535473365899,87143.0
02191,8298.0,6.194263677994697,74801.0
02199,1149.0,20.365535248041777,91125.0
02210,3196.0,2.1589486858573217,163068.0
02215,25619.0,19.73144931496155,45337.0
02301,62929.0,17.348122487247533,49693.0
02302,32497.0,11.52721789703665,67608.0
02322,4482.0,10.196340919232485,69868.0
02324,27397.0,7.676022922217761,92289.0
02330,11661.0,5.625589572077867,66406.0
02332,15703.0,4.0374450741896455,128333.0
02333,14386.0,6.680105658278882,86922.0
02338,7824.0,4.33282208588957,92111.0
02339,14397.0,2.792248385080225,120000.0
02341,10668.0,3.3183352080989876,98537.0
02343,10728.0,6.8419090231170765,69539.0
02346,24463.0,6.466909209827086,83227.0
02347,11335.0,3.4318482576091753,106775.0
02351,16330.0,3.717085119412125,90873.0
02356,12962.0,4.61348557321401,122710.0
02359,18304.0,2.950174825174825,103920.0
02360,59133.0,6.392369742783218,87595.0
02364,13381.0,6.015992825648308,106654.0
02367,2945.0,4.278438030560272,98359.0
02368,34232.0,10.577821921009582,73860.0
02370,17909.0,7.069071416606175,79807.0
02375,10218.0,2.4760227050303385,94984.0
02379,7165.0,4.856943475226797,86806.0
02382,14961.0,5.988904484994318,83066.0
02420,14496.0,2.6766004415011038,180050.0
02421,18984.0,4.261483354403708,168194.0
02445,21324.0,8.63346464078034,121763.0
02446,29834.0,15.184018234229402,98614.0
02451,18699.0,8.433606075191186,96914.0
02452,15288.0,7.731554160125588,86197.0
02453,28877.0,11.562835474599162,76856.0
02458,12522.0,3.6415908001916626,106074.0
02459,19463.0,4.654986384421723,177005.0
02460,9754.0,4.716013942997744,122688.0
02461,7404.0,2.255537547271745,163382.0
02462,1420.0,4.577464788732394,113250.0
02464,3103.0,2.3203351595230424,107679.0
02465,11964.0,2.4908057505850887,149104.0
02466,8761.0,6.4376212761100335,114495.0
02467,21864.0,4.1941090376875225,126630.0
02468,5688.0,1.4240506329113924,235714.0
02472,35387.0,7.816429762342103,97466.0
02474,28333.0,4.934175696184661,108986.0
02476,16814.0,5.989056738432259,103425.0
02478,26033.0,5.527599585141935,120398.0
02481,16447.0,4.152733021219675,204695.0
02482,11039.0,2.96222483920645,163750.0
02492,20258.0,1.5746865435877184,159147.0
02493,12067.0,6.5550675395707305,181667.0
02494,10477.0,4.3333015176100025,129918.0
02532,13238.0,4.4190965402628795,71982.0
02534,741.0,17.27395411605938,91016.0
02535,1463.0,14.080656185919343,93250.0
02536,19370.0,5.962829117191533,69581.0
02537,6535.0,4.973221117061974,103894.0
02538,3652.0,15.251916757940855,68395.0
02539,4306.0,3.6925220622387367,64810.0
02540,8389.0,6.4846823220884495,73164.0
02542,909.0,6.49064906490649,50682.0
02543,745.0,8.053691275167786,82100.0
02554,10842.0,8.301051466519093,105334.0
02556,2681.0,2.5736665423349496,97222.0
02557,4686.0,10.413999146393513,82045.0
02558,1146.0,24.520069808027923,46622.0
02559,4059.0,3.9418576003941856,72784.0
02561,301.0,0.0,84398.0
02562,3052.0,5.6356487549148095,84353.0
02563,9573.0,3.572547790661235,89375.0
02564,247.0,19.02834008097166,90313.0
02568,4103.0,9.578357299536924,50301.0
02571,10927.0,12.336414386382355,59219.0
02575,2707.0,4.506834133727374,94306.0
02576,4467.0,5.730915603313186,93125.0
02601,15215.0,15.511008872822872,49031.0
02630,2064.0,1.9864341085271318,107031.0
02631,9773.0,4.952419932467001,73534.0
02632,10043.0,5.456536891367121,77253.0
02633,4175.0,10.922155688622755,72639.0
02635,3131.0,5.908655381667199,72608.0
02637,167.0,0.0,145673.0
02638,3117.0,9.5925569457812,80132.0
02639,3160.0,14.30379746835443,48750.0
02642,4893.0,7.15307582260372,68161.0
02644,4340.0,2.834101382488479,99418.0
02645,9487.0,5.407399599451882,79365.0
02646,1868.0,10.38543897216274,64760.0
02647,90.0,0.0,74583.0
02648,6638.0,5.589032841217234,84563.0
02649,14101.0,6.389617757605843,71810.0
02650,845.0,3.4319526627218937,79926.0
02652,761.0,1.5768725361366622,56316.0
02653,5852.0,6.613123718386876,71698.0
02655,3393.0,6.63129973474801,77563.0
02657,2960.0,10.97972972972973,50741.0
02659,1024.0,5.56640625,71023.0
02660,6257.0,10.963720632891162,56341.0
02663,94.0,0.0,64200.0
02664,8850.0,7.0508474576271185,60193.0
02666,493.0,11.359026369168356,65840.0
02667,3387.0,10.77649837614408,69612.0
02668,2723.0,2.570694087403599,100528.0
02669,111.0,0.0,92292.0
02670,1202.0,7.1547420965058235,63086.0
02671,877.0,3.30672748004561,63281.0
02672,281.0,0.0,74050.0
02673,8484.0,7.107496463932107,62595.0
02675,6616.0,6.801692865779928,72281.0
02702,4366.0,5.405405405405405,99615.0
02703,44548.0,8.761336086917483,74255.0
02713,40.0,0.0,110625.0
02715,3519.0,2.898550724637681,99444.0
02717,4885.0,5.424769703172979,82292.0
02718,6383.0,8.8829703900987,91625.0
02719,16026.0,7.375514788468738,65763.0
02720,30699.0,16.66829538421447,50783.0
02721,26268.0,20.545911375057102,37059.0
02723,14279.0,19.097976048742908,40374.0
02724,17686.0,21.54246296505711,37702.0
02725,2421.0,9.376290788930195,74878.0
02726,15786.0,4.0732294438109715,77715.0
02738,5100.0,4.627450980392157,80188.0
02739,6294.0,3.8608198284080077,91573.0
02740,43604.0,19.704614255572885,40705.0
02743,10483.0,4.8840980635314315,72125.0
02744,11036.0,26.02392171076477,38264.0
02745,24622.0,14.580456502315004,61143.0
02746,15552.0,29.983281893004115,33840.0
02747,23512.0,6.205341953045253,82923.0
02748,11313.0,6.514629187660214,78997.0
02760,27345.0,8.54269519107698,87561.0
02762,9088.0,5.094630281690141,98280.0
02763,1771.0,2.258610954263128,121167.0
02764,4238.0,3.374233128834356,84099.0
02766,19634.0,5.633085463991036,108423.0
02767,14326.0,4.781516124528829,100125.0
02769,12082.0,2.267836450918722,104052.0
02770,5245.0,5.185891325071497,102254.0
02771,15210.0,4.7666009204470745,89155.0
02777,16276.0,4.6387318751536,83405.0
02779,6679.0,1.8715376553376253,94516.0
02780,50264.0,14.312430367658761,57591.0
02790,15694.0,5.0528864534216895,80145.0
02791,331.0,17.522658610271904,65833.0
02802,671.0,22.950819672131146,51125.0
02804,2004.0,6.487025948103793,100094.0
02806,16192.0,3.2114624505928853,122729.0
02807,827.0,8.82708585247884,65893.0
02808,2565.0,6.315789473684211,74811.0
02809,22258.0,7.273789199388983,66771.0
02812,1208.0,2.566225165562914,115000.0
02813,7780.0,7.776349614395887,79019.0
02814,7673.0,9.409618141535253,90040.0
02815,208.0,6.25,243311.0
02816,32825.0,7.844630616907844,70234.0
02817,6033.0,2.3702967014752194,106058.0
02818,18190.0,5.239142385926333,103873.0
02822,6581.0,5.51587904573773,87958.0
02825,5500.0,4.745454545454545,81492.0
02826,501.0,9.780439121756487,71699.0
02827,2060.0,3.1067961165048543,87143.0
02828,7863.0,3.0649879180974184,82150.0
02830,5935.0,9.856781802864363,77823.0
02831,3501.0,1.570979720079977,98958.0
02832,4320.0,6.898148148148148,88796.0
02833,1144.0,9.79020979020979,85547.0
